REF_DATE,GEO,DGUID,Sex,Age group,Persons with income,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2008,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797443,19.3.2.7,33170,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797444,19.3.2.8,14780,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797445,19.3.2.9,3880,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797446,19.3.2.10,670,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797447,19.3.2.11,270,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797448,19.3.2.12,70,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797449,19.3.2.13,30,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,0 to 24 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797450,19.3.2.14,20,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,Total persons with income,Number,223,units,0,v20797453,19.3.3.1,376280,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income under $5,000",Number,223,units,0,v20797454,19.3.3.2,38850,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797455,19.3.3.3,337430,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797456,19.3.3.4,302720,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797457,19.3.3.5,267480,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797458,19.3.3.6,233140,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797459,19.3.3.7,202460,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797460,19.3.3.8,147360,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797461,19.3.3.9,77520,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797462,19.3.3.10,22300,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797463,19.3.3.11,7070,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797464,19.3.3.12,1670,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797465,19.3.3.13,680,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,25 to 34 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797466,19.3.3.14,340,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,Total persons with income,Number,223,units,0,v20797469,19.3.4.1,430430,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income under $5,000",Number,223,units,0,v20797470,19.3.4.2,41840,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797471,19.3.4.3,388590,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797472,19.3.4.4,354220,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797473,19.3.4.5,320290,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797474,19.3.4.6,287320,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797475,19.3.4.7,256260,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797476,19.3.4.8,199970,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797477,19.3.4.9,125390,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797478,19.3.4.10,57860,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797479,19.3.4.11,24030,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797480,19.3.4.12,8100,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797481,19.3.4.13,4050,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,35 to 44 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797482,19.3.4.14,2420,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,Total persons with income,Number,223,units,0,v20797485,19.3.5.1,399230,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income under $5,000",Number,223,units,0,v20797486,19.3.5.2,39030,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797487,19.3.5.3,360200,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797488,19.3.5.4,331490,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797489,19.3.5.5,300380,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797490,19.3.5.6,273030,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797491,19.3.5.7,246400,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797492,19.3.5.8,197080,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797493,19.3.5.9,127670,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797494,19.3.5.10,64440,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797495,19.3.5.11,29320,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797496,19.3.5.12,10830,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797497,19.3.5.13,5820,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,45 to 54 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797498,19.3.5.14,3800,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,Total persons with income,Number,223,units,0,v20797501,19.3.6.1,273970,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income under $5,000",Number,223,units,0,v20797502,19.3.6.2,33180,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797503,19.3.6.3,240790,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797504,19.3.6.4,211940,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797505,19.3.6.5,182910,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797506,19.3.6.6,163990,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797507,19.3.6.7,146940,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797508,19.3.6.8,116390,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797509,19.3.6.9,73290,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797510,19.3.6.10,34930,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797511,19.3.6.11,16130,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797512,19.3.6.12,5700,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797513,19.3.6.13,3080,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,55 to 64 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797514,19.3.6.14,2030,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,Total persons with income,Number,223,units,0,v52350830,19.3.9.1,355280,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income under $5,000",Number,223,units,0,v52350831,19.3.9.2,13630,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income of $5,000 and over",Number,223,units,0,v52350832,19.3.9.3,341650,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income of $10,000 and over",Number,223,units,0,v52350833,19.3.9.4,321550,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income of $15,000 and over",Number,223,units,0,v52350834,19.3.9.5,269870,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income of $20,000 and over",Number,223,units,0,v52350835,19.3.9.6,179550,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income of $25,000 and over",Number,223,units,0,v52350836,19.3.9.7,134700,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income of $35,000 and over",Number,223,units,0,v52350837,19.3.9.8,86160,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income of $50,000 and over",Number,223,units,0,v52350838,19.3.9.9,47220,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income of $75,000 and over",Number,223,units,0,v52350839,19.3.9.10,20100,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income of $100,000 and over",Number,223,units,0,v52350840,19.3.9.11,10780,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income of $150,000 and over",Number,223,units,0,v52350841,19.3.9.12,4700,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income of $200,000 and over",Number,223,units,0,v52350842,19.3.9.13,2750,,,,0
2008,"Toronto, Ontario",2016S0503535,Females,65 years and over,"Persons with income of $250,000 and over",Number,223,units,0,v52350843,19.3.9.14,1820,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,Total persons with income,Number,223,units,0,v20797165,19.1.1.1,4059570,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income under $5,000",Number,223,units,0,v20797166,19.1.1.2,457640,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income of $5,000 and over",Number,223,units,0,v20797167,19.1.1.3,3601930,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income of $10,000 and over",Number,223,units,0,v20797168,19.1.1.4,3239830,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income of $15,000 and over",Number,223,units,0,v20797169,19.1.1.5,2839330,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income of $20,000 and over",Number,223,units,0,v20797170,19.1.1.6,2459410,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income of $25,000 and over",Number,223,units,0,v20797171,19.1.1.7,2165140,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income of $35,000 and over",Number,223,units,0,v20797172,19.1.1.8,1692160,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income of $50,000 and over",Number,223,units,0,v20797173,19.1.1.9,1110480,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income of $75,000 and over",Number,223,units,0,v20797174,19.1.1.10,556170,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income of $100,000 and over",Number,223,units,0,v20797175,19.1.1.11,280290,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income of $150,000 and over",Number,223,units,0,v20797176,19.1.1.12,114340,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income of $200,000 and over",Number,223,units,0,v20797177,19.1.1.13,65940,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,"Persons with income of $250,000 and over",Number,223,units,0,v20797178,19.1.1.14,44790,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,All age groups,Median total income,Dollars,81,units,0,v20797179,19.1.1.15,27690,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,Total persons with income,Number,223,units,0,v20797181,19.1.2.1,510160,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income under $5,000",Number,223,units,0,v20797182,19.1.2.2,177020,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797183,19.1.2.3,333140,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797184,19.1.2.4,217090,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797185,19.1.2.5,141460,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797186,19.1.2.6,97810,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797187,19.1.2.7,69540,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797188,19.1.2.8,34090,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797189,19.1.2.9,11160,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797190,19.1.2.10,2070,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797191,19.1.2.11,720,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797192,19.1.2.12,210,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797193,19.1.2.13,100,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,0 to 24 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797194,19.1.2.14,60,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,Total persons with income,Number,223,units,0,v20797197,19.1.3.1,714530,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income under $5,000",Number,223,units,0,v20797198,19.1.3.2,69630,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797199,19.1.3.3,644900,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797200,19.1.3.4,583080,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797201,19.1.3.5,518760,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797202,19.1.3.6,460730,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797203,19.1.3.7,407720,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797204,19.1.3.8,309630,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797205,19.1.3.9,179890,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797206,19.1.3.10,63570,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797207,19.1.3.11,22680,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797208,19.1.3.12,6060,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797209,19.1.3.13,2730,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,25 to 34 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797210,19.1.3.14,1530,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,Total persons with income,Number,223,units,0,v20797213,19.1.4.1,817290,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income under $5,000",Number,223,units,0,v20797214,19.1.4.2,64880,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797215,19.1.4.3,752410,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797216,19.1.4.4,696100,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797217,19.1.4.5,635200,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797218,19.1.4.6,579420,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797219,19.1.4.7,528110,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797220,19.1.4.8,433970,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797221,19.1.4.9,302610,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797222,19.1.4.10,160570,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797223,19.1.4.11,77120,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797224,19.1.4.12,29520,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797225,19.1.4.13,16150,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,35 to 44 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797226,19.1.4.14,10480,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,Total persons with income,Number,223,units,0,v20797229,19.1.5.1,807540,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income under $5,000",Number,223,units,0,v20797230,19.1.5.2,65260,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797231,19.1.5.3,742280,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797232,19.1.5.4,689680,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797233,19.1.5.5,627470,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797234,19.1.5.6,577100,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797235,19.1.5.7,528860,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797236,19.1.5.8,440420,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797237,19.1.5.9,312020,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797238,19.1.5.10,174410,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797239,19.1.5.11,93070,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797240,19.1.5.12,39560,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797241,19.1.5.13,23340,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,45 to 54 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797242,19.1.5.14,16210,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,Total persons with income,Number,223,units,0,v20797245,19.1.6.1,557300,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income under $5,000",Number,223,units,0,v20797246,19.1.6.2,56220,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income of $5,000 and over",Number,223,units,0,v20797247,19.1.6.3,501080,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income of $10,000 and over",Number,223,units,0,v20797248,19.1.6.4,454220,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income of $15,000 and over",Number,223,units,0,v20797249,19.1.6.5,400080,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income of $20,000 and over",Number,223,units,0,v20797250,19.1.6.6,364540,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income of $25,000 and over",Number,223,units,0,v20797251,19.1.6.7,331750,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income of $35,000 and over",Number,223,units,0,v20797252,19.1.6.8,272420,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income of $50,000 and over",Number,223,units,0,v20797253,19.1.6.9,188180,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income of $75,000 and over",Number,223,units,0,v20797254,19.1.6.10,102190,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income of $100,000 and over",Number,223,units,0,v20797255,19.1.6.11,56270,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income of $150,000 and over",Number,223,units,0,v20797256,19.1.6.12,24480,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income of $200,000 and over",Number,223,units,0,v20797257,19.1.6.13,14580,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,55 to 64 years,"Persons with income of $250,000 and over",Number,223,units,0,v20797258,19.1.6.14,10180,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,Total persons with income,Number,223,units,0,v52350802,19.1.9.1,652760,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income under $5,000",Number,223,units,0,v52350803,19.1.9.2,24630,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income of $5,000 and over",Number,223,units,0,v52350804,19.1.9.3,628130,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income of $10,000 and over",Number,223,units,0,v52350805,19.1.9.4,599660,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income of $15,000 and over",Number,223,units,0,v52350806,19.1.9.5,516370,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income of $20,000 and over",Number,223,units,0,v52350807,19.1.9.6,379810,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income of $25,000 and over",Number,223,units,0,v52350808,19.1.9.7,299170,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income of $35,000 and over",Number,223,units,0,v52350809,19.1.9.8,201630,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income of $50,000 and over",Number,223,units,0,v52350810,19.1.9.9,116620,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income of $75,000 and over",Number,223,units,0,v52350811,19.1.9.10,53360,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income of $100,000 and over",Number,223,units,0,v52350812,19.1.9.11,30430,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income of $150,000 and over",Number,223,units,0,v52350813,19.1.9.12,14520,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income of $200,000 and over",Number,223,units,0,v52350814,19.1.9.13,9050,,,,0
2009,"Toronto, Ontario",2016S0503535,Both sexes,65 years and over,"Persons with income of $250,000 and over",Number,223,units,0,v52350815,19.1.9.14,6330,,,,0
2009,"Toronto, Ontario",2016S0503535,Males,All age groups,Total persons with income,Number,223,units,0,v20797293,19.2.1.1,1930440,,,,0
2009,"Toronto, Ontario",2016S0503535,Males,All age groups,"Persons with income under $5,000",Number,223,units,0,v20797294,19.2.1.2,198870,,,,0
